Fairchild - Channel F

Boxarts  0/34      0.00%
Snaps    34/34   100.00%
Titles   34/34   100.00%
Total    68/102   66.67%

Name                                                                   Boxart  Snap  Title
Alien Invasion (USA)                                                      ✗      ✓     ✓
Backgammon, Acey-Deucey (USA)                                             ✗      ✓     ✓
Baseball (USA)                                                            ✗      ✓     ✓
Bowling (USA)                                                             ✗      ✓     ✓
Casino Poker (USA)                                                        ✗      ✓     ✓
Checkers (USA)                                                            ✗      ✓     ✓
Demonstration Cartridge (USA)                                             ✗      ✓     ✓
Demonstration Cartridge 2 (USA)                                           ✗      ✓     ✓
Desert Fox, Shooting Gallery (USA)                                        ✗      ✓     ✓
Dodge It (USA)                                                            ✗      ✓     ✓
Drag Race (USA)                                                           ✗      ✓     ✓
Galactic Space Wars, Lunar Lander (USA)                                   ✗      ✓     ✓
Hangman (USA)                                                             ✗      ✓     ✓
Magic Numbers - Mind Reader + Nim (USA)                                   ✗      ✓     ✓
Math Quiz I - Addition + Subtraction (USA)                                ✗      ✓     ✓
Math Quiz II - Multiplication + Division (USA)                            ✗      ✓     ✓
Maze, Jailbreak, Blind-man's-bluff, Trailblazer (USA)                     ✗      ✓     ✓
Maze, Jailbreak, Blind-man's-bluff, Trailblazer (USA) (Alt 1)             ✗      ✓     ✓
Memory Match 1 & 2 (USA)                                                  ✗      ✓     ✓
Muehle, Tontauben-Schiessen, Kreatives Malspiel, Videoscope (Germany)     ✗      ✓     ✓
Ordtaevling (Sweden)                                                      ✗      ✓     ✓
Pinball Challenge (USA)                                                   ✗      ✓     ✓
Pinball Challenge (USA) (Alt 1)                                           ✗      ✓     ✓
Pro Football (USA)                                                        ✗      ✓     ✓
Rat' Mal (Germany)                                                        ✗      ✓     ✓
Robot War, Torpedo Alley (USA)                                            ✗      ✓     ✓
Schach (Germany)                                                          ✗      ✓     ✓
Slot Machine (USA)                                                        ✗      ✓     ✓
Sonar Search (USA)                                                        ✗      ✓     ✓
Space War (USA)                                                           ✗      ✓     ✓
Spitfire (USA)                                                            ✗      ✓     ✓
Tic-Tac-Toe, Shooting Gallery, Doodle, Quadra-Doodle (USA)                ✗      ✓     ✓
Video Blackjack (USA)                                                     ✗      ✓     ✓
Video Whizball (USA)                                                      ✗      ✓     ✓
