NEC - PC-98 Missing

Boxarts   66/115  57.39%
Snaps     89/115  77.39%
Titles    87/115  75.65%
Total    242/345  70.14%

Name                                                                    Boxart  Snap  Title
Umanari 1 Furlong Theater 2 (Japan)                                        ✗      -     -
Viper CTR - Asuka (Japan)                                                  -      -     -
Virtuacall (Japan)                                                         ✗      -     -
Waku Waku Mahjong Panic! 2 - Kokushi Musou (Japan)                         -      -     -
Watashi (Japan)                                                            ✗      -     ✗
X Girl (Japan)                                                             ✗      -     -
Yatsu no Na wa Diamond - His Name Is Diamond (Japan)                       ✗      ✗     ✗
Yumemizaka (Japan)                                                         ✗      -     -
Yuugiri - Ningyoushi no Isan (Japan)                                       ✗      ✗     ✗
Yuurou - Transient Sands (Japan)                                           -      -     -
Zai Metajo (Japan)                                                         -      -     ✗
