Nintendo - Game Boy Color

Boxarts   880/1422  61.88%
Snaps    1327/1422  93.32%
Titles   1327/1422  93.32%
Total    3534/4266  82.84%

Name                                                                                             Boxart  Snap  Title
007 - The World Is Not Enough (USA, Europe)                                                         ✓      ✓     ✓
10-Pin Bowling (USA) (Rumble Version)                                                               ✓      ✗     ✗
10-Pin Bowling (Europe)                                                                             ✓      ✓     ✓
102 Dalmatas - Cachorros Al Rescate (Spain)                                                         ✓      ✓     ✓
102 Dalmatians - Puppies to the Rescue (USA, Europe)                                                ✓      ✓     ✓
102 Dalmatiens a la Rescousse, Les (France)                                                         ✓      ✓     ✓
102 Dalmatiner (Germany)                                                                            ✓      ✓     ✓
1942 (USA, Europe)                                                                                  ✓      ✓     ✓
3-D Ultra Pinball - Thrillride (USA) (Rumble Version)                                               ✓      ✗     ✗
31 in 1 (Taiwan) (31B-001, Sachen) (Unl)                                                            ✗      ✗     ✗
31-in-1 Mighty Mix (Australia) (31B-001, Sachen) (Unl)                                              ✗      ✗     ✗
3D Pocket Pool (Europe) (En,Fr,De,Es,It,Nl)                                                         ✓      ✓     ✓
4 in 1 + 8 in 1 (World) (4B-001, 4B-009, 8B-001, Sachen) (Unl)                                      ✗      ✗     ✗
4 in 1 + 8 in 1 (World) (4B-002, 4B-004, 8B-002, Sachen) (Unl)                                      ✗      ✗     ✗
4 in 1 + 8 in 1 (World) (4B-005, 4B-006, 8B-003, Sachen) (Unl)                                      ✗      ✗     ✗
4 in 1 + 8 in 1 (World) (4B-007, 4B-008, 8B-004, Sachen) (Unl)                                      ✗      ✗     ✗
4x4 World Trophy (Europe) (En,Fr,De,Es,It)                                                          ✓      ✓     ✓
720 Degrees (USA, Europe)                                                                           ✓      ✓     ✓
Action Man - Search for Base X (USA, Europe)                                                        ✓      ✓     ✓
Action Replay Online (Europe) (Unl)                                                                 ✗      ✓     ✓
Adventures of Elmo in Grouchland, The (Europe)                                                      ✓      ✓     ✓
Adventures of Elmo in Grouchland, The (USA)                                                         ✓      ✓     ✓
Adventures of the Smurfs, The (Europe) (En,Fr,De,Es,It,Nl)                                          ✓      ✓     ✓
AirForce Delta (Japan)                                                                              ✓      ✓     ✓
AirForce Delta (USA)                                                                                ✓      ✓     ✓
Aladdin (Europe) (En,Fr,De,Es,It,Nl)                                                                ✓      ✓     ✓
Aladdin (USA)                                                                                       ✓      ✓     ✓
Alfred's Adventure (Europe) (En,Fr,De,Es,It)                                                        ✓      ✓     ✓
Alice in Wonderland (Europe) (En,Fr,De,Es)                                                          ✓      ✓     ✓
Alice in Wonderland (USA)                                                                           ✓      ✓     ✓
Aliens - Thanatos Encounter (USA, Europe)                                                           ✓      ✓     ✓
All Star Tennis 2000 (Europe)                                                                       ✓      ✓     ✓
All-Star Baseball 2000 (USA, Europe)                                                                ✓      ✓     ✓
All-Star Baseball 2001 (USA)                                                                        ✓      ✓     ✓
Alone in the Dark - The New Nightmare (Europe) (En,Fr,De,Es,It,Nl)                                  ✓      ✓     ✓
Alone in the Dark - The New Nightmare (USA) (En,Fr,Es)                                              ✓      ✓     ✓
Animal Breeder 3 (Japan) (SGB Enhanced)                                                             ✓      ✓     ✓
Animal Breeder 4 (Japan)                                                                            ✓      ✓     ✓
Animastar GB (Japan)                                                                                ✓      ✓     ✓
Animorphs (Europe) (En,Fr,De,Es,It)                                                                 ✓      ✓     ✓
Animorphs (USA)                                                                                     ✓      ✓     ✓
Anpfiff - Der RTL Fussball-Manager (Germany)                                                        ✗      ✓     ✓
Antz (Europe) (En,Fr,De,Es,It,Nl)                                                                   ✓      ✓     ✓
Antz (USA) (En,Fr,Es)                                                                               ✓      ✓     ✓
Antz Racing (Europe) (En,Fr,De,Es,It,Nl)                                                            ✓      ✓     ✓
Antz Racing (USA) (En,Fr,De,Es,It,Nl)                                                               ✓      ✓     ✓
Antz World Sportz (Europe) (En,Fr,De,Es,It,Nl)                                                      ✗      ✓     ✓
Aqualife (Japan) (SGB Enhanced)                                                                     ✓      ✓     ✓
Arcade Hits - Joust _ Defender (USA, Europe)                                                        ✓      ✓     ✓
Arcade Hits - Moon Patrol _ Spy Hunter (USA, Europe)                                                ✓      ✓     ✓
Arle no Bouken - Mahou no Jewel (Japan) (SGB Enhanced)                                              ✓      ✓     ✓
Armada - FX Racers (USA)                                                                            ✓      ✓     ✓
Armorines - Project S.W.A.R.M. (USA, Europe) (En,De)                                                ✗      ✓     ✓
Army Men (USA, Europe) (En,Fr,De)                                                                   ✓      ✓     ✓
Army Men - Air Combat (USA, Europe) (En,Fr,De)                                                      ✓      ✓     ✓
Army Men - Sarge's Heroes 2 (USA, Europe) (En,Fr,De)                                                ✓      ✓     ✓
Army Men 2 (USA, Europe) (En,Fr,De)                                                                 ✓      ✓     ✓
Arthur's Absolutely Fun Day! (USA)                                                                  ✓      ✓     ✓
Asterix _ Obelix (Europe) (En,Fr,De,Es)                                                             ✓      ✓     ✓
Asterix _ Obelix vs Caesar (Europe) (En,Fr,De,Es,Nl)                                                ✗      ✓     ✓
Asterix - Search for Dogmatix (Europe) (En,Fr,De,Es,It,Nl)                                          ✓      ✓     ✓
Asteroids (USA, Europe)                                                                             ✓      ✓     ✓
Atlantis - The Lost Empire (Europe) (En,Es,It)                                                      ✓      ✓     ✓
Atlantis - The Lost Empire (Europe) (Fr,De,Nl)                                                      ✓      ✓     ✓
Atlantis - The Lost Empire (USA, Europe)                                                            ✓      ✓     ✓
Atsumete Asobu Kuma no Pooh-san - Mori no Takaramono (Japan)                                        ✓      ✓     ✓
ATV Racing (Europe) (Unl)                                                                           ✗      ✓     ✓
ATV Racing _ Karate Joe (Europe) (Unl)                                                              ✗      ✓     ✓
ATV Racing _ Karate Joe (Europe) (Alternate) (Unl)                                                  ✗      ✓     ✓
Austin Powers - Oh, Behave! (Europe) (En,Fr,De,Es,It)                                               ✓      ✓     ✓
Austin Powers - Oh, Behave! (USA)                                                                   ✓      ✓     ✓
Austin Powers - Welcome to my Underground Lair! (Europe) (En,Fr,De,Es,It)                           ✓      ✓     ✓
Austin Powers - Welcome to my Underground Lair! (USA)                                               ✓      ✓     ✓
Aventures de Buzz l'Eclair, Les (France)                                                            ✓      ✓     ✓
Azarashi Sentai Inazuma - Dokidoki Daisakusen! (Japan)                                              ✗      ✓     ✓
Azure Dreams (Europe) (En,Fr,De) (SGB Enhanced)                                                     ✓      ✓     ✓
Azure Dreams (USA) (SGB Enhanced)                                                                   ✓      ✓     ✓
B-Daman Bakugaiden - Victory e no Michi (Japan) (SGB Enhanced)                                      ✗      ✓     ✓
B-Daman Bakugaiden V - Final Mega Tune (Japan)                                                      ✗      ✓     ✓
Babe and Friends (Europe) (En,Fr,De,Es,It)                                                          ✓      ✓     ✓
Babe and Friends (USA)                                                                              ✓      ✓     ✓
Baby Felix - Halloween (Europe) (En,Fr,De,Es,It,Nl)                                                 ✗      ✓     ✓
Backgammon (Europe) (En,Fr,De,Es)                                                                   ✗      ✓     ✓
Backgammon (Japan)                                                                                  ✗      ✓     ✓
Bad Badtz-Maru Robo Battle (Japan)                                                                  ✗      ✓     ✓
Bakukyuu Renpatsu!! Super B-Daman - Gekitan! Rising Valkyrie!! (Japan) (SGB Enhanced)               ✗      ✓     ✓
Bakusou Dekotora Densetsu GB Special - Otoko Dokyou no Tenka Touitsu (Japan)                        ✗      ✓     ✓
Bakusou Senki Metal Walker GB - Koutetsu no Yuujou (Japan)                                          ✓      ✓     ✓
Bakuten Shoot Beyblade (Japan)                                                                      ✗      ✓     ✓
Ballistic (USA)                                                                                     ✓      ✓     ✓
Balloon Fight GB (Japan) (NP, SGB Enhanced)                                                         ✗      ✗     ✗
Barbie - Aventura Submarina (Spain)                                                                 ✓      ✓     ✓
Barbie - Avventure nell'Oceano (Italy)                                                              ✓      ✓     ✓
Barbie - Chasse au Tresor Sous-Marine (France)                                                      ✓      ✓     ✓
Barbie - Diepzee Avontuur (Netherlands)                                                             ✓      ✓     ✓
Barbie - Fashion Pack Games (USA, Europe)                                                           ✓      ✓     ✓
Barbie - Magic Genie Adventure (USA)                                                                ✓      ✓     ✓
Barbie - Meeres Abenteuer (Germany)                                                                 ✓      ✓     ✓
Barbie - Ocean Discovery (Europe)                                                                   ✓      ✓     ✓
Barbie - Ocean Discovery (USA)                                                                      ✓      ✓     ✓
Barbie - Pet Rescue (Europe) (En,Fr,De,Es,It)                                                       ✓      ✓     ✓
Barbie - Pet Rescue (USA)                                                                           ✓      ✓     ✓
Barbie - Shelly Club (Europe) (En,Fr,De,Es,It)                                                      ✓      ✓     ✓
Barca Total 2000 (Europe) (En,Fr,De,Es,It,Nl,Ca)                                                    ✗      ✓     ✓
Barcode Taisen Bardigun (Japan) (SGB Enhanced)                                                      ✗      ✓     ✓
Bass Masters Classic (USA, Europe)                                                                  ✓      ✓     ✓
Batman Beyond - Return of the Joker (Japan) (NP)                                                    ✓      ✓     ✓
Batman Beyond - Return of the Joker (USA)                                                           ✓      ✓     ✓
Batman of the Future - Return of the Joker (Europe) (En,Fr,De)                                      ✓      ✓     ✓
Battle Fishers (Japan)                                                                              ✗      ✓     ✓
Battleship (USA, Europe)                                                                            ✓      ✓     ✓
BattleTanx (Europe) (En,Fr,De)                                                                      ✓      ✓     ✓
BattleTanx (USA)                                                                                    ✓      ✓     ✓
Beach'n Ball (Europe) (En,Fr,De,Es,It)                                                              ✓      ✓     ✓
Bear in the Big Blue House (Europe) (En,Fr,De,Es,It,Nl)                                             ✓      ✓     ✓
Bear in the Big Blue House (USA) (En,Fr,De,Es,It,Nl)                                                ✓      ✓     ✓
Beast Fighter (Taiwan) (En) (1B-001, Sachen) (Unl)                                                  ✗      ✗     ✗
Beatmania GB (Japan) (SGB Enhanced)                                                                 ✗      ✓     ✓
Beatmania GB - Gotcha Mix 2 (Japan)                                                                 ✗      ✓     ✓
Beatmania GB2 - Gotcha Mix (Japan) (SGB Enhanced)                                                   ✗      ✓     ✓
Beauty and the Beast - A Board Game Adventure (Europe) (En,Fr,De,Es,It) (SGB Enhanced)              ✓      ✓     ✓
Beauty and the Beast - A Board Game Adventure (USA) (SGB Enhanced)                                  ✓      ✓     ✓
Benjamin Bluemchen - Ein verrueckter Tag im Zoo (Germany)                                           ✗      ✓     ✓
Beyblade - Fighting Tournament (Japan)                                                              ✗      ✓     ✓
Bibi Blocksberg - Im Bann der Hexenkugel (Germany)                                                  ✗      ✓     ✓
Bibi und Tina - Fohlen Felix in Gefahr (Germany)                                                    ✗      ✓     ✓
Bikkuriman 2000 - Charging Card GB (Japan) (SGB Enhanced)                                           ✗      ✓     ✓
Billy Bob's Huntin' 'n' Fishin' (USA, Europe)                                                       ✓      ✓     ✓
Biohazard Gaiden (Japan)                                                                            ✓      ✓     ✓
Bionic Commando - Elite Forces (USA, Australia)                                                     ✓      ✓     ✓
Black Bass - Lure Fishing (USA, Europe)                                                             ✓      ✓     ✓
Black Onyx, The (Japan)                                                                             ✗      ✓     ✓
Blade (USA, Europe)                                                                                 ✓      ✓     ✓
Blaster Master - Enemy Below (USA, Europe) (SGB Enhanced)                                           ✓      ✓     ✓
Blue's Clues - Blue's Alphabet Book (USA)                                                           ✓      ✓     ✓
Boarder Zone (USA)                                                                                  ✓      ✓     ✓
Bob the Builder - Fix it Fun! (Europe) (En,Fr,De,Es,Nl)                                             ✓      ✓     ✓
Bob the Builder - Fix it Fun! (Europe) (En,Fr,It)                                                   ✓      ✓     ✓
Bob the Builder - Fix it Fun! (Europe) (En,Sv,No,Da,Fi)                                             ✓      ✓     ✓
Bob the Builder - Fix it Fun! (USA)                                                                 ✓      ✓     ✓
Boku no Camp-jou (Japan)                                                                            ✗      ✓     ✓
Bokujou Monogatari GB2 (Japan)                                                                      ✓      ✓     ✓
Bokujou Monogatari GB3 - Boy Meets Girl (Japan)                                                     ✓      ✓     ✓
Bomber Man Max - Ain Version (Japan)                                                                ✗      ✓     ✓
Bomber Man Max - Hikari no Yuusha (Japan)                                                           ✓      ✓     ✓
Bomber Man Max - Yami no Senshi (Japan)                                                             ✓      ✓     ✓
Bomber Man Quest (Japan) (SGB Enhanced)                                                             ✓      ✓     ✓
Bomberman Max - Blue Champion (USA)                                                                 ✓      ✓     ✓
Bomberman Max - Red Challenger (USA)                                                                ✓      ✓     ✓
Bomberman Quest (Europe) (En,Fr,De) (SGB Enhanced)                                                  ✓      ✓     ✓
Bomberman Quest (USA) (SGB Enhanced)                                                                ✓      ✓     ✓
Bomberman Selection (Korea)                                                                         ✗      ✓     ✓
Bouken! Dondoko-tou (Japan)                                                                         ✗      ✓     ✓
Brave Saga - Shinshou Astaria (Japan)                                                               ✗      ✓     ✓
Buffy the Vampire Slayer (USA, Europe)                                                              ✓      ✓     ✓
Bug's Life, A (Europe) (SGB Enhanced)                                                               ✓      ✓     ✓
Bug's Life, A (USA) (SGB Enhanced)                                                                  ✓      ✓     ✓
Bugs Bunny _ Lola Bunny - Operation Carrots (Europe) (En,Fr,De,Es,It,Nl)                            ✓      ✓     ✓
Bugs Bunny - Crazy Castle 3 (Japan)                                                                 ✓      ✓     ✓
Bugs Bunny - Crazy Castle 3 (USA, Europe)                                                           ✓      ✓     ✓
Bugs Bunny et le Chateau des Catastrophes (France)                                                  ✓      ✓     ✓
Bugs Bunny in Crazy Castle 4 (Europe)                                                               ✓      ✓     ✓
Bugs Bunny in Crazy Castle 4 (Japan)                                                                ✓      ✓     ✓
Bugs Bunny in Crazy Castle 4 (USA)                                                                  ✓      ✓     ✓
Bundesliga Stars 2001 (Germany)                                                                     ✗      ✓     ✓
Burai Senshi Color (Japan)                                                                          ✓      ✓     ✓
Burger Burger Pocket (Japan) (SGB Enhanced)                                                         ✗      ✓     ✓
Burger Paradise International (Japan)                                                               ✗      ✓     ✓
Bust-A-Move 4 (USA, Europe)                                                                         ✓      ✓     ✓
Bust-A-Move Millennium (USA, Europe)                                                                ✓      ✓     ✓
Buzz Lightyear of Star Command (USA, Europe)                                                        ✓      ✓     ✓
Caesars Palace II (USA, Europe)                                                                     ✓      ✓     ✓
Cannon Fodder (Europe) (En,Fr,De,Es,It)                                                             ✓      ✓     ✓
Cannon Fodder (USA) (En,Fr,De,Es,It)                                                                ✓      ✓     ✓
Captain Buzz Lightyear - Star Command (Germany)                                                     ✓      ✓     ✓
Card Sharks (USA) (Proto)                                                                           ✗      ✓     ✓
Cardcaptor Sakura - Itsumo Sakura-chan to Issho (Japan)                                             ✗      ✓     ✓
Cardcaptor Sakura - Itsumo Sakura-chan to Issho (Japan) (Rev A)                                     ✗      ✓     ✓
Cardcaptor Sakura - Itsumo Sakura-chan to Issho (Japan) (Rev B)                                     ✗      ✓     ✓
Cardcaptor Sakura - Tomoeda Shougakkou Daiundoukai (Japan)                                          ✗      ✓     ✓
Carl Lewis Athletics 2000 (Europe) (En,Fr,De,Es,It,Nl)                                              ✓      ✓     ✓
Carmageddon - Carpocalypse Now (Germany)                                                            ✓      ✓     ✓
Carmageddon - Carpocalypse Now (USA, Europe) (En,Fr,Es,It)                                          ✓      ✓     ✓
Casper (Europe) (En,Es,It)                                                                          ✓      ✓     ✓
Casper (Europe) (En,Fr,De)                                                                          ✓      ✓     ✓
Casper (USA)                                                                                        ✓      ✓     ✓
Caterpillar Construction Zone (USA, Europe)                                                         ✓      ✓     ✓
Catwoman (Europe)                                                                                   ✓      ✓     ✓
Catwoman (USA)                                                                                      ✓      ✓     ✓
Catz - Your Virtual Petz Palz (Europe)                                                              ✓      ✓     ✓
Catz - Your Virtual Petz Palz (USA)                                                                 ✓      ✓     ✓
Centipede (Europe) (En,Fr,De,Es,It,Nl)                                                              ✓      ✓     ✓
Centipede (USA)                                                                                     ✓      ✓     ✓
Championship Motocross 2001 featuring Ricky Carmichael (USA, Europe)                                ✓      ✓     ✓
Chase H.Q. - Secret Police (Europe) (SGB Enhanced)                                                  ✓      ✓     ✓
Chase H.Q. - Secret Police (USA) (SGB Enhanced)                                                     ✓      ✓     ✓
Checkmate (Japan) (En,Ja)                                                                           ✗      ✓     ✓
Chee-Chai Alien (Japan) (Rumble Version)                                                            ✗      ✗     ✗
