Atari - 2600 Missing

Boxarts    689/743  92.73%
Snaps      714/743  96.10%
Titles     643/743  86.54%
Total    2046/2229  91.79%

Name                                                                                          Boxart  Snap  Title
3-D Genesis (USA) (Proto)                                                                        -      -     ✗
3-D Ghost Attack (USA) (Proto)                                                                   -      -     ✗
3-D Havoc (USA) (Proto)                                                                          -      -     ✗
3-D Tic-Tac-Toe (Europe)                                                                         -      -     -
3-D Tic-Tac-Toe (USA)                                                                            -      -     -
3-D Zapper (USA) (Proto) (1982-12-15)                                                            -      -     ✗
3-D Zapper (USA) (Proto) (Earlier)                                                               -      -     ✗
32 in 1 Game Cartridge (Europe)                                                                  -      -     -
4 Game in One (Europe) (Bit Corporation)                                                         ✗      -     -
Abre-te, Sesamo! (Brazil) (En) (Unl)                                                             -      -     ✗
Acid Drop (Europe)                                                                               -      -     -
Action Man - Action Force (Europe)                                                               -      -     -
Actionauts (USA) (Proto) (1984-06-22)                                                            -      -     ✗
Activision Decathlon, The (Europe)                                                               -      -     -
Activision Decathlon, The (France)                                                               -      -     -
Activision Decathlon, The (USA)                                                                  -      -     -
Adventure (Europe)                                                                               -      -     -
Adventure (USA)                                                                                  -      -     -
Adventures of TRON (USA)                                                                         -      -     -
Air Raid (USA)                                                                                   -      -     -
Air Raiders (Europe)                                                                             -      -     -
Air Raiders (USA)                                                                                -      -     -
Air-Sea Battle (Europe)                                                                          -      -     -
Air-Sea Battle ~ Target Fun (Japan, USA) (En)                                                    -      -     -
Air-Sea Battle ~ Target Fun (Japan, USA) (En) (Atari Anthology)                                  -      -     -
Airlock (Europe)                                                                                 -      -     -
Airlock (USA)                                                                                    -      -     -
Airlock (USA) (Proto)                                                                            -      -     ✗
Alien (Brazil) (En) (Unl)                                                                        ✗      -     ✗
Alien (USA)                                                                                      -      -     -
Alien's Return (Europe)                                                                          -      -     -
Alligator People (USA) (Proto)                                                                   -      -     -
Alpha Beam (Europe) (Beta) (1983-06-03)                                                          -      -     ✗
Alpha Beam (Japan, USA) (En) (Beta) (1982-12-22)                                                 ✗      -     ✗
Alpha Beam with Ernie (Europe)                                                                   -      -     -
Alpha Beam with Ernie (Japan, USA) (En)                                                          -      -     -
Amidar (Europe)                                                                                  -      -     -
Amidar (USA)                                                                                     -      -     -
AndroMan on the Moon (USA) (Proto)                                                               -      -     ✗
Apples and Dolls (Brazil) (En) (Unl)                                                             ✗      -     ✗
Aquaventure (Brazil) (En) (Proto) (Unl)                                                          -      -     ✗
Aquaventure (USA) (Proto) (1983-08-12)                                                           -      -     ✗
Armor Ambush (Europe)                                                                            -      -     -
Armor Ambush (USA)                                                                               -      -     -
Artillery Duel (Europe)                                                                          -      -     -
Artillery Duel (USA)                                                                             -      -     -
Assault (USA)                                                                                    -      -     -
Asteroids (Europe)                                                                               -      -     -
Asteroids (Japan, USA) (En)                                                                      -      -     -
Asteroids (USA) (Alternate)                                                                      ✗      ✗     ✗
Asteroids (USA) (Atari Anthology)                                                                -      -     -
Astroblast (Europe)                                                                              -      -     -
Astroblast (USA)                                                                                 -      -     -
Astroblast (USA) (v1.1)                                                                          -      -     -
Astrowar (Brazil) (En) (Unl)                                                                     -      -     ✗
Atari Video Cube (USA)                                                                           -      -     -
Atari Video Cube (USA, Europe) (Atari Anthology)                                                 -      -     -
Atlantis (Europe)                                                                                -      -     -
Atlantis (USA)                                                                                   -      -     -
Atlantis II (USA)                                                                                -      -     -
Atom Smasher (USA) (Proto)                                                                       -      -     ✗
BASIC Programming (Europe)                                                                       -      -     -
BASIC Programming (USA)                                                                          -      -     -
BMX Air Master (Australia)                                                                       -      -     -
BMX Air Master (Europe)                                                                          -      -     -
BMX Air Master (USA)                                                                             -      -     -
Bachelor Party (USA)                                                                             -      -     -
Bachelorette Party (USA)                                                                         -      -     -
Backgammon (Europe)                                                                              -      -     -
Backgammon (USA)                                                                                 -      -     -
Bank Heist (Europe)                                                                              -      -     -
Bank Heist (USA)                                                                                 -      -     -
Barnstorming (Brazil) (En) (Unl)                                                                 ✗      -     ✗
Barnstorming (Europe)                                                                            -      -     -
Barnstorming (USA)                                                                               -      -     -
Base Attack (Europe)                                                                             -      -     -
Baseball (USA) (Activision Anthology - Remix Edition)                                            -      -     -
Basic Math (Europe)                                                                              -      -     -
Basic Math (USA)                                                                                 -      -     -
Basketball (Europe)                                                                              -      -     -
Basketball (USA)                                                                                 -      -     -
Battlezone (Europe)                                                                              -      -     -
Battlezone (Japan, USA) (En)                                                                     -      -     -
Battlezone (Japan, USA) (En) (Beta) (1983-05-02)                                                 -      -     ✗
Battlezone (Japan, USA) (En) (Beta) (1983-05-12)                                                 -      -     ✗
Beamrider (Europe)                                                                               -      -     -
Beamrider (USA)                                                                                  -      -     -
Beany Bopper (Brazil) (En) (Unl)                                                                 ✗      -     ✗
Beany Bopper (USA)                                                                               -      -     -
Beat'Em _ Eat'Em (Brazil) (En) (Unl)                                                             ✗      ✗     ✗
Beat'Em _ Eat'Em (Europe)                                                                        -      -     -
Beat'Em _ Eat'Em (USA)                                                                           -      -     -
Berenstain Bears (USA)                                                                           -      -     -
Bermuda Triangle (Europe)                                                                        -      -     -
Bermuda Triangle (USA)                                                                           -      -     -
Berzerk (Brazil) (En) (Unl)                                                                      ✗      -     ✗
Berzerk (Europe)                                                                                 -      -     -
Berzerk (Japan, USA) (En)                                                                        -      -     -
Berzerk (World) (Enhanced Edition)                                                               ✗      ✗     ✗
Big Bird's Egg Catch (Europe)                                                                    -      -     -
Big Bird's Egg Catch (Japan, USA) (En)                                                           -      -     -
Big Bird's Egg Catch (Japan, USA) (En) (Beta) (1982-12-08)                                       -      -     ✗
Big Bird's Egg Catch (Japan, USA) (En) (Beta) (1983-05-02)                                       -      -     ✗
Big Bird's Egg Catch (Japan, USA) (En) (Beta) (1983-05-17)                                       -      -     ✗
Bionic Breakthrough (USA) (Proto)                                                                -      -     -
Birthday Mania (USA) (Robert A. Tokar)                                                           -      -     ✗
Black Jack (Europe)                                                                              -      -     -
Black Jack (USA)                                                                                 -      -     -
Bloody Human Freeway (USA) (Proto)                                                               -      -     ✗
Blueprint (Europe)                                                                               -      -     -
Blueprint (USA)                                                                                  -      -     -
Blueprint (USA) (Beta)                                                                           -      -     ✗
Bobby Is Going Home (Brazil) (En) (Europe) (Unl)                                                 ✗      ✗     ✗
Bobby Is Going Home (Brazil) (En) (Unl)                                                          ✗      ✗     ✗
Bobby Is Going Home (Europe)                                                                     -      -     -
Bobby Is Going Home (Europe) (Beta)                                                              -      -     ✗
Bobby Is Going Home (USA)                                                                        -      -     ✗
Boggle (USA) (Proto) (1978-08-07)                                                                -      -     ✗
Boing! (Europe)                                                                                  -      -     -
Boing! (USA)                                                                                     -      -     -
Bouncin' Baby Bunnies (USA) (Proto)                                                              ✗      -     ✗
Bowling (Europe)                                                                                 -      -     -
Bowling (USA)                                                                                    -      -     -
Boxen (Germany) (En)                                                                             -      -     -
Boxing (Brazil) (En) (Unl)                                                                       ✗      -     ✗
Boxing (Europe)                                                                                  -      -     -
Boxing (USA)                                                                                     -      -     -
Brain Games (Europe)                                                                             -      -     -
Brain Games (USA)                                                                                -      -     -
Breakout (Europe)                                                                                -      -     -
Breakout ~ Breakaway IV (Japan, USA) (En)                                                        -      -     -
Bridge (Europe)                                                                                  -      -     -
Bridge (USA)                                                                                     -      -     -
Bridge (USA) (v1.1)                                                                              -      -     -
Buck Rogers - Planet of Zoom (Europe)                                                            -      -     -
Buck Rogers - Planet of Zoom (USA)                                                               -      -     -
Bugs (Europe)                                                                                    -      -     -
Bugs (USA)                                                                                       -      -     -
Bugs Bunny (USA) (Proto 1)                                                                       -      -     ✗
Bugs Bunny (USA) (Proto 2)                                                                       -      -     ✗
Bump 'n' Jump (Europe)                                                                           -      -     -
Bump 'n' Jump (USA)                                                                              -      -     -
Bumper Bash (Europe)                                                                             -      -     -
Bumper Bash (USA)                                                                                -      -     -
BurgerTime (USA)                                                                                 -      -     -
Burgertime (USA) (PROPER 12K)                                                                    ✗      ✗     ✗
Burning Desire (Europe)                                                                          -      -     -
Burning Desire (USA)                                                                             -      -     -
Cabbage Patch Kids - Adventures in the Park (USA) (Proto) (1984-09-13)                           -      -     ✗
Cakewalk (Europe)                                                                                -      -     -
Cakewalk (USA)                                                                                   -      -     -
California Games (Europe)                                                                        -      -     -
California Games (USA)                                                                           -      -     -
Canyon Bomber (USA)                                                                              -      -     -
Care Bears (USA) (Proto)                                                                         -      -     -
Carnival (Europe)                                                                                -      -     -
Carnival (USA)                                                                                   -      -     -
Casino (Europe)                                                                                  -      -     -
Casino ~ Poker Plus (USA)                                                                        -      -     -
Cat Trax (USA)                                                                                   -      -     -
Cathouse Blues (USA)                                                                             -      -     -
Centipede (Europe)                                                                               -      -     -
Centipede (Europe) (Beta)                                                                        ✗      -     ✗
Centipede (Japan, USA) (En)                                                                      -      -     -
Challenge (Canada)                                                                               -      -     -
Challenge of.... NEXAR, The (Europe)                                                             -      -     -
Challenge of.... NEXAR, The (USA)                                                                -      -     -
Championship Soccer (Europe)                                                                     -      -     -
Championship Soccer ~ Soccer (USA)                                                               -      -     -
Chase the Chuck Wagon (USA)                                                                      -      -     -
Checkers (USA)                                                                                   -      -     -
China Syndrome (Europe)                                                                          -      -     -
China Syndrome (USA)                                                                             -      -     -
Chopper Command (Europe)                                                                         -      -     -
Chopper Command (USA)                                                                            -      -     -
Chuck Norris Superkicks (USA)                                                                    -      -     -
Circus Atari (Europe)                                                                            -      -     -
Circus Atari (Japan, USA) (En)                                                                   -      -     -
Coco Nuts (USA)                                                                                  -      -     -
Codebreaker (Europe)                                                                             -      -     -
Codebreaker (USA)                                                                                -      -     -
Col 'N' (Europe) (Unl)                                                                           -      -     ✗
Color Bar Generator (USA)                                                                        -      -     -
Colors (Europe) (Proto)                                                                          ✗      -     ✗
Colours (USA, Europe) (Demo) (Atari Anthology)                                                   ✗      ✗     ✗
Combat (Europe)                                                                                  -      -     -
Combat (USA, Europe) (Atari Anthology)                                                           -      -     -
Combat Two (USA) (Proto)                                                                         -      -     -
Combat ~ Tank-Plus (USA)                                                                         -      -     -
Commando (Europe)                                                                                -      -     -
Commando (USA)                                                                                   -      -     -
Commando (USA) (Alt)                                                                             -      -     ✗
Commando Raid (Europe)                                                                           -      -     -
Commando Raid (USA)                                                                              -      -     -
Communist Mutants from Space (Europe)                                                            -      -     -
Communist Mutants from Space (Europe) (Beta)                                                     -      -     ✗
Communist Mutants from Space (USA)                                                               -      -     -
Communist Mutants from Space (USA) (Beta)                                                        -      -     ✗
Computer Chess (USA) (Proto)                                                                     -      -     -
Condor Attack (USA)                                                                              -      -     -
Confrontation (USA) (Proto)                                                                      -      -     -
Congo Bongo (USA)                                                                                -      -     -
Cookie Monster Munch (USA)                                                                       -      -     -
Cosmic Ark (USA)                                                                                 -      -     -
Cosmic Commuter (USA)                                                                            -      -     -
Cosmic Creeps (USA)                                                                              -      -     -
Cosmic Swarm (USA)                                                                               -      -     -
Crack'ed (USA) (Proto)                                                                           -      -     -
Crackpots (USA)                                                                                  -      -     -
Crash Dive (USA)                                                                                 -      -     -
Crazy Climber (USA)                                                                              -      -     -
Cross Force (USA)                                                                                -      -     -
Crossbow (USA)                                                                                   -      -     -
Crypts of Chaos (USA)                                                                            -      -     -
Crystal Castles (Europe)                                                                         ✗      ✗     ✗
Crystal Castles (USA)                                                                            -      -     -
Cubicolor (USA) (Proto)                                                                          -      -     -
Custer's Revenge (USA)                                                                           -      -     -
Dancing Plate (USA)                                                                              -      -     -
Dark Cavern (USA)                                                                                -      -     -
Dark Chambers (USA)                                                                              -      -     -
Deadly Duck (USA)                                                                                -      -     -
Death Trap (USA)                                                                                 -      -     -
Defender (USA)                                                                                   -      -     -
